TxnDate,RefNumber,Account,Debit,Credit,Name,Memo
10/1/2025,39818,1330 · Vendor Receivable: Galderma,30,,9b9d4704-d711-433a-b157-c12132061b34,Vendor receivable from Aspire Awards for invoice 00039818
10/1/2025,39818,Accounts Receivable,,30,9b9d4704-d711-433a-b157-c12132061b34,Vendor receivable from Aspire Awards for invoice 00039818
10/1/2025,39818,1310 · Vendor Receivable: Allergan,20,,9b9d4704-d711-433a-b157-c12132061b34,Vendor receivable from Alle Rewards for invoice 00039818
10/1/2025,39818,Accounts Receivable,,20,9b9d4704-d711-433a-b157-c12132061b34,Vendor receivable from Alle Rewards for invoice 00039818
10/1/2025,39819,1310 · Vendor Receivable: Allergan,160,,3c19574b-59f1-486e-a9f9-aedfdfcad096,Vendor receivable from Alle Rewards for invoice 00039819
10/1/2025,39819,Accounts Receivable,,160,3c19574b-59f1-486e-a9f9-aedfdfcad096,Vendor receivable from Alle Rewards for invoice 00039819
10/7/2025,39859,1310 · Vendor Receivable: Allergan,70,,1b665c88-94e1-48e9-a5e2-9b485e8c96d8,Vendor receivable from Alle Rewards for invoice 00039859
10/7/2025,39859,Accounts Receivable,,70,1b665c88-94e1-48e9-a5e2-9b485e8c96d8,Vendor receivable from Alle Rewards for invoice 00039859
10/8/2025,39872,1310 · Vendor Receivable: Allergan,20,,07f9ee67-3dd4-4491-9206-fb9a0920bca2,Vendor receivable from Alle Rewards for invoice 00039872
10/8/2025,39872,Accounts Receivable,,20,07f9ee67-3dd4-4491-9206-fb9a0920bca2,Vendor receivable from Alle Rewards for invoice 00039872
10/8/2025,39877,1310 · Vendor Receivable: Allergan,40,,f636581c-8b20-4756-bf21-269674811598,Vendor receivable from Alle Rewards for invoice 00039877
10/8/2025,39877,Accounts Receivable,,40,f636581c-8b20-4756-bf21-269674811598,Vendor receivable from Alle Rewards for invoice 00039877
10/8/2025,39883,1330 · Vendor Receivable: Galderma,50,,4badf727-a203-41ef-99f0-72e713a1450a,Vendor receivable from Aspire Awards for invoice 00039883
10/8/2025,39883,Accounts Receivable,,50,4badf727-a203-41ef-99f0-72e713a1450a,Vendor receivable from Aspire Awards for invoice 00039883
10/8/2025,39884,1310 · Vendor Receivable: Allergan,20,,dfe3ba2e-ec3b-4d42-a904-93df6fe8fe20,Vendor receivable from Alle Rewards for invoice 00039884
10/8/2025,39884,Accounts Receivable,,20,dfe3ba2e-ec3b-4d42-a904-93df6fe8fe20,Vendor receivable from Alle Rewards for invoice 00039884
10/8/2025,39885,1310 · Vendor Receivable: Allergan,40,,425bc7d4-bc3c-4ed7-b692-c724050545fa,Vendor receivable from Alle Rewards for invoice 00039885
10/8/2025,39885,Accounts Receivable,,40,425bc7d4-bc3c-4ed7-b692-c724050545fa,Vendor receivable from Alle Rewards for invoice 00039885
10/8/2025,39886,1330 · Vendor Receivable: Galderma,20,,8e1b40c8-024c-4e13-a399-f561ba5aeba0,Vendor receivable from Aspire Awards for invoice 00039886
10/8/2025,39886,Accounts Receivable,,20,8e1b40c8-024c-4e13-a399-f561ba5aeba0,Vendor receivable from Aspire Awards for invoice 00039886
10/8/2025,39887,1310 · Vendor Receivable: Allergan,20,,b9a895fa-4d2a-475c-bfad-32a6f38e305a,Vendor receivable from Alle Rewards for invoice 00039887
10/8/2025,39887,Accounts Receivable,,20,b9a895fa-4d2a-475c-bfad-32a6f38e305a,Vendor receivable from Alle Rewards for invoice 00039887
10/8/2025,39888,1310 · Vendor Receivable: Allergan,20,,63dd5c33-66dc-468f-8375-c098d665b9f2,Vendor receivable from Alle Rewards for invoice 00039888
10/8/2025,39888,Accounts Receivable,,20,63dd5c33-66dc-468f-8375-c098d665b9f2,Vendor receivable from Alle Rewards for invoice 00039888
10/8/2025,39889,1310 · Vendor Receivable: Allergan,20,,c295a26e-99f8-478c-888b-0022d8736377,Vendor receivable from Alle Rewards for invoice 00039889
10/8/2025,39889,Accounts Receivable,,20,c295a26e-99f8-478c-888b-0022d8736377,Vendor receivable from Alle Rewards for invoice 00039889
